INFO: main: created ego vehicle vehicle.tesla.model3 with id 24
INFO: main: waiting for 3 seconds (60 ticks)
INFO: main: created sensor.other.imu
INFO: main: waiting for 10 seconds (200 ticks)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1478, timestamp=16.785166, accelerometer=Vector3D(x=-0.006213, y=0.000010, z=9.809999), gyroscope=Vector3D(x=-0.000001, y=-0.003937, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778645, z=0.001878), Rotation(pitch=-0.036282, yaw=90.334061, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1617, timestamp=23.735166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1619, timestamp=23.835166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1621, timestamp=23.935166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1623, timestamp=24.035166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1625, timestamp=24.135166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1627, timestamp=24.235166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1629, timestamp=24.335166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1631, timestamp=24.435166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1633, timestamp=24.535166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1635, timestamp=24.635166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1637, timestamp=24.735166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1639, timestamp=24.835166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1641, timestamp=24.935166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1643, timestamp=25.035166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1645, timestamp=25.135166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1647, timestamp=25.235166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1649, timestamp=25.335166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1651, timestamp=25.435166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1653, timestamp=25.535166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1655, timestamp=25.635166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1657, timestamp=25.735166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1659, timestamp=25.835166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1661, timestamp=25.935166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1663, timestamp=26.035166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1665, timestamp=26.135166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1667, timestamp=26.235166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=-0.000000, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1669, timestamp=26.335166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1671, timestamp=26.435166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1673, timestamp=26.535166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1675, timestamp=26.635166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1677, timestamp=26.735166, accelerometer=Vector3D(x=0.000001, y=0.000010, z=9.810000), gyroscope=Vector3D(x=-0.000000, y=-0.000000, z=0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778402, z=0.001678), Rotation(pitch=0.000007, yaw=90.334091, roll=-0.000061))
INFO: main: destroying actors
INFO: main: done
INFO: main: created ego vehicle vehicle.tesla.model3 with id 26
INFO: main: waiting for 3 seconds (60 ticks)
INFO: main: created sensor.other.imu
INFO: main: waiting for 10 seconds (200 ticks)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2327, timestamp=59.235167, accelerometer=Vector3D(x=-0.007906, y=0.000010, z=9.809998), gyroscope=Vector3D(x=-0.000000, y=-0.001848, z=0.000006), compass=1.581272), transform: Transform(Location(x=-12.038367, y=-61.118835, z=0.002115), Rotation(pitch=-0.046165, yaw=0.600223, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2330, timestamp=59.385167, accelerometer=Vector3D(x=5464.193359, y=24395.742188, z=11.093123), gyroscope=Vector3D(x=-0.000001, y=-0.003408, z=-0.000001), compass=1.581273), transform: Transform(Location(x=-11.055923, y=-61.108547, z=0.001980), Rotation(pitch=-0.023161, yaw=0.600249, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2332, timestamp=59.485167, accelerometer=Vector3D(x=-122.790421, y=0.001330, z=9.809517), gyroscope=Vector3D(x=-0.000001, y=-0.003796, z=-0.000005), compass=1.581272), transform: Transform(Location(x=-10.380437, y=-61.101475, z=0.001842), Rotation(pitch=0.000280, yaw=0.600226, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2334, timestamp=59.585167, accelerometer=Vector3D(x=15.182784, y=0.001011, z=9.807467), gyroscope=Vector3D(x=-0.000000, y=-0.003197, z=-0.000008), compass=1.581272), transform: Transform(Location(x=-9.667006, y=-61.093998, z=0.001713), Rotation(pitch=0.022287, yaw=0.600182, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2336, timestamp=59.685167, accelerometer=Vector3D(x=18.925304, y=0.001858, z=9.808545), gyroscope=Vector3D(x=0.000001, y=-0.002276, z=-0.000010), compass=1.581270), transform: Transform(Location(x=-8.906281, y=-61.086025, z=0.001613), Rotation(pitch=0.039383, yaw=0.600126, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2338, timestamp=59.785167, accelerometer=Vector3D(x=20.660173, y=-0.003770, z=9.803905), gyroscope=Vector3D(x=0.000000, y=-0.001438, z=-0.000011), compass=1.581269), transform: Transform(Location(x=-8.093929, y=-61.077518, z=0.001544), Rotation(pitch=0.051192, yaw=0.600064, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2340, timestamp=59.885167, accelerometer=Vector3D(x=21.367149, y=-0.001136, z=9.798209), gyroscope=Vector3D(x=-0.000001, y=-0.000818, z=-0.000011), compass=1.581268), transform: Transform(Location(x=-7.228189, y=-61.068451, z=0.001500), Rotation(pitch=0.058719, yaw=0.599997, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2342, timestamp=59.985167, accelerometer=Vector3D(x=21.353773, y=0.004037, z=9.795663), gyroscope=Vector3D(x=-0.000001, y=0.000273, z=-0.000011), compass=1.581267), transform: Transform(Location(x=-6.309093, y=-61.058823, z=0.001478), Rotation(pitch=0.062435, yaw=0.599929, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2344, timestamp=60.085167, accelerometer=Vector3D(x=13.416742, y=-0.000371, z=9.837265), gyroscope=Vector3D(x=0.000001, y=0.004041, z=-0.000004), compass=1.581266), transform: Transform(Location(x=-5.356479, y=-61.048840, z=0.001553), Rotation(pitch=0.049553, yaw=0.599885, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2346, timestamp=60.185167, accelerometer=Vector3D(x=-1.692760, y=0.138665, z=9.842570), gyroscope=Vector3D(x=0.000681, y=0.005207, z=0.009678), compass=1.581592), transform: Transform(Location(x=-4.408110, y=-61.038559, z=0.001708), Rotation(pitch=0.023113, yaw=0.618523, roll=-0.001984))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2348, timestamp=60.285167, accelerometer=Vector3D(x=-12.178932, y=0.681974, z=9.815049), gyroscope=Vector3D(x=0.000159, y=0.005261, z=0.015669), compass=1.583006), transform: Transform(Location(x=-3.490205, y=-61.026947, z=0.001879), Rotation(pitch=-0.006011, yaw=0.699568, roll=-0.004303))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2350, timestamp=60.385167, accelerometer=Vector3D(x=-18.609076, y=0.590533, z=9.787276), gyroscope=Vector3D(x=-0.000056, y=0.003884, z=0.015230), compass=1.584620), transform: Transform(Location(x=-2.618825, y=-61.014507, z=0.002018), Rotation(pitch=-0.029602, yaw=0.792009, roll=-0.004791))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2352, timestamp=60.485167, accelerometer=Vector3D(x=-20.345621, y=0.514588, z=9.774535), gyroscope=Vector3D(x=-0.000075, y=0.002606, z=0.013969), compass=1.586099), transform: Transform(Location(x=-1.798304, y=-61.001556, z=0.002107), Rotation(pitch=-0.044895, yaw=0.876801, roll=-0.004730))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2354, timestamp=60.585167, accelerometer=Vector3D(x=-20.482508, y=0.359681, z=9.774611), gyroscope=Vector3D(x=-0.000590, y=0.001260, z=0.005921), compass=1.587238), transform: Transform(Location(x=-1.028975, y=-60.988548, z=0.002156), Rotation(pitch=-0.053194, yaw=0.942037, roll=-0.003113))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2356, timestamp=60.685167, accelerometer=Vector3D(x=-17.355244, y=-0.073046, z=9.773836), gyroscope=Vector3D(x=-0.000166, y=0.000168, z=0.000753), compass=1.587473), transform: Transform(Location(x=-0.303002, y=-60.976444, z=0.002155), Rotation(pitch=-0.052913, yaw=0.955476, roll=-0.001221))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2358, timestamp=60.785167, accelerometer=Vector3D(x=-15.149076, y=-0.323666, z=9.916489), gyroscope=Vector3D(x=0.036759, y=0.008163, z=0.012956), compass=1.586992), transform: Transform(Location(x=0.385131, y=-60.965752, z=0.002443), Rotation(pitch=-0.034786, yaw=0.927915, roll=0.036734))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2360, timestamp=60.885167, accelerometer=Vector3D(x=-11.273225, y=-0.903921, z=9.555887), gyroscope=Vector3D(x=-0.000174, y=-0.003367, z=-0.006275), compass=1.584281), transform: Transform(Location(x=1.045132, y=-60.957699, z=0.002116), Rotation(pitch=-0.041111, yaw=0.772621, roll=0.004548))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2362, timestamp=60.985167, accelerometer=Vector3D(x=0.528328, y=-0.813430, z=9.868361), gyroscope=Vector3D(x=-0.000259, y=-0.005504, z=-0.012956), compass=1.580030), transform: Transform(Location(x=1.706480, y=-60.951660, z=0.001935), Rotation(pitch=-0.019808, yaw=0.529064, roll=0.005720))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2364, timestamp=61.085167, accelerometer=Vector3D(x=11.404214, y=-0.911027, z=9.820793), gyroscope=Vector3D(x=-0.000355, y=-0.005134, z=-0.010302), compass=1.576035), transform: Transform(Location(x=2.396348, y=-60.947746, z=0.001784), Rotation(pitch=0.006359, yaw=0.300161, roll=0.007445))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2366, timestamp=61.185167, accelerometer=Vector3D(x=17.297407, y=-0.818252, z=9.814088), gyroscope=Vector3D(x=0.001355, y=-0.003195, z=0.028451), compass=1.573250), transform: Transform(Location(x=3.129452, y=-60.945770, z=0.001665), Rotation(pitch=0.028188, yaw=0.140584, roll=0.004788))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2368, timestamp=61.285167, accelerometer=Vector3D(x=17.710165, y=0.107361, z=9.876444), gyroscope=Vector3D(x=0.002502, y=-0.003281, z=0.050719), compass=1.573881), transform: Transform(Location(x=3.906815, y=-60.943394, z=0.001741), Rotation(pitch=0.036582, yaw=0.176728, roll=0.003086))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2370, timestamp=61.385167, accelerometer=Vector3D(x=17.692062, y=0.370967, z=9.699585), gyroscope=Vector3D(x=0.000498, y=-0.001475, z=0.047971), compass=1.574853), transform: Transform(Location(x=4.728384, y=-60.939907, z=0.001577), Rotation(pitch=0.047634, yaw=0.232428, roll=-0.001190))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2372, timestamp=61.485167, accelerometer=Vector3D(x=19.815891, y=0.383813, z=9.832488), gyroscope=Vector3D(x=0.000335, y=-0.001140, z=0.044614), compass=1.575927), transform: Transform(Location(x=5.599463, y=-60.935204, z=0.001517), Rotation(pitch=0.054990, yaw=0.293984, roll=-0.002533))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2374, timestamp=61.585167, accelerometer=Vector3D(x=20.712175, y=0.292317, z=9.801949), gyroscope=Vector3D(x=-0.000215, y=0.000100, z=0.039571), compass=1.576860), transform: Transform(Location(x=6.522292, y=-60.929455, z=0.001490), Rotation(pitch=0.059450, yaw=0.347405, roll=-0.001953))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2376, timestamp=61.685167, accelerometer=Vector3D(x=12.143431, y=-0.054007, z=9.843194), gyroscope=Vector3D(x=0.000091, y=0.003939, z=0.042343), compass=1.577112), transform: Transform(Location(x=7.475460, y=-60.923660, z=0.001571), Rotation(pitch=0.045994, yaw=0.361857, roll=-0.000793))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2378, timestamp=61.785167, accelerometer=Vector3D(x=-2.919038, y=-0.074568, z=9.841253), gyroscope=Vector3D(x=-0.000380, y=0.004939, z=0.037500), compass=1.576973), transform: Transform(Location(x=8.421323, y=-60.918091, z=0.001728), Rotation(pitch=0.019521, yaw=0.353888, roll=0.000676))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2380, timestamp=61.885167, accelerometer=Vector3D(x=-13.079089, y=-0.382880, z=9.812631), gyroscope=Vector3D(x=-0.000187, y=0.004689, z=0.035370), compass=1.576149), transform: Transform(Location(x=9.334496, y=-60.913654, z=0.001896), Rotation(pitch=-0.009002, yaw=0.306697, roll=0.002198))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2382, timestamp=61.985167, accelerometer=Vector3D(x=-18.793673, y=-0.455072, z=9.785179), gyroscope=Vector3D(x=-0.000688, y=0.003249, z=0.030344), compass=1.574955), transform: Transform(Location(x=10.200706, y=-60.910545, z=0.002028), Rotation(pitch=-0.031433, yaw=0.238245, roll=0.004056))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2384, timestamp=62.085167, accelerometer=Vector3D(x=-20.368101, y=-0.797664, z=9.774643), gyroscope=Vector3D(x=-0.000348, y=0.001966, z=0.029696), compass=1.573046), transform: Transform(Location(x=11.016018, y=-60.909546, z=0.002113), Rotation(pitch=-0.045810, yaw=0.128923, roll=0.005719))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2386, timestamp=62.185167, accelerometer=Vector3D(x=-20.458784, y=-0.591787, z=9.775236), gyroscope=Vector3D(x=0.000153, y=0.000653, z=0.037954), compass=1.571238), transform: Transform(Location(x=11.780208, y=-60.910046, z=0.002158), Rotation(pitch=-0.053556, yaw=0.025324, roll=0.004842))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2388, timestamp=62.285167, accelerometer=Vector3D(x=-17.065985, y=-0.237374, z=9.773551), gyroscope=Vector3D(x=-0.000144, y=-0.000521, z=0.044441), compass=1.570106), transform: Transform(Location(x=12.501753, y=-60.911114, z=0.002152), Rotation(pitch=-0.052463, yaw=-0.039551, roll=0.003513))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2390, timestamp=62.385167, accelerometer=Vector3D(x=-14.357556, y=-0.138982, z=9.791875), gyroscope=Vector3D(x=0.000419, y=-0.000838, z=0.056797), compass=1.569489), transform: Transform(Location(x=13.187427, y=-60.912468, z=0.002131), Rotation(pitch=-0.048836, yaw=-0.074890, roll=0.001323))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2392, timestamp=62.485167, accelerometer=Vector3D(x=-10.755965, y=0.307389, z=9.791218), gyroscope=Vector3D(x=-0.000042, y=-0.002126, z=0.063214), compass=1.569844), transform: Transform(Location(x=13.846226, y=-60.913040, z=0.002081), Rotation(pitch=-0.040469, yaw=-0.054535, roll=-0.000702))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2394, timestamp=62.585167, accelerometer=Vector3D(x=-2.046481, y=0.204489, z=9.787573), gyroscope=Vector3D(x=-0.000005, y=-0.003716, z=0.060607), compass=1.570426), transform: Transform(Location(x=14.499919, y=-60.913097, z=0.001978), Rotation(pitch=-0.022861, yaw=-0.021210, roll=-0.001434))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2396, timestamp=62.685167, accelerometer=Vector3D(x=8.067630, y=0.227468, z=9.796892), gyroscope=Vector3D(x=0.000032, y=-0.004111, z=0.056168), compass=1.571151), transform: Transform(Location(x=15.173781, y=-60.912579, z=0.001843), Rotation(pitch=0.000280, yaw=0.020315, roll=-0.001923))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2398, timestamp=62.785167, accelerometer=Vector3D(x=15.112747, y=0.177316, z=9.806875), gyroscope=Vector3D(x=-0.000146, y=-0.003508, z=0.048736), compass=1.571818), transform: Transform(Location(x=15.885417, y=-60.911579, z=0.001714), Rotation(pitch=0.022246, yaw=0.058551, roll=-0.001495))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2400, timestamp=62.885167, accelerometer=Vector3D(x=18.931147, y=0.004266, z=9.808288), gyroscope=Vector3D(x=0.000098, y=-0.002566, z=0.043511), compass=1.572165), transform: Transform(Location(x=16.644361, y=-60.910503, z=0.001613), Rotation(pitch=0.039410, yaw=0.078418, roll=-0.000977))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2402, timestamp=62.985167, accelerometer=Vector3D(x=20.704494, y=0.035183, z=9.803772), gyroscope=Vector3D(x=-0.000056, y=-0.001704, z=0.036967), compass=1.572361), transform: Transform(Location(x=17.455046, y=-60.909260, z=0.001543), Rotation(pitch=0.051322, yaw=0.089657, roll=-0.000397))
